Date,Age Groups,Gender,State,Veterans
9/30/2021,45-49,Female,Illinois,5039.330808
9/30/2021,45-49,Female,Indiana,2955.550708
9/30/2021,45-49,Female,Iowa,1347.42376
9/30/2021,45-49,Female,Island Areas & Foreign,561.5490382
9/30/2021,45-49,Female,Kansas,1790.79947
9/30/2021,45-49,Female,Kentucky,2437.364057
9/30/2021,45-49,Female,Louisiana,3555.786798
9/30/2021,45-49,Female,Maine,858.8706535
9/30/2021,45-49,Female,Maryland,5463.015362
9/30/2021,45-49,Female,Massachusetts,2085.358346
9/30/2021,45-49,Female,Michigan,4066.715627
9/30/2021,45-49,Female,Minnesota,1981.424373
9/30/2021,45-49,Female,Mississippi,2098.365638
9/30/2021,45-49,Female,Missouri,3410.153103
9/30/2021,45-49,Female,Montana,795.6607343
9/30/2021,45-49,Female,Nebraska,1218.208428
9/30/2021,45-49,Female,Nevada,2091.254567
9/30/2021,45-49,Female,New Hampshire,719.3084972
9/30/2021,45-49,Female,New Jersey,2337.68686
9/30/2021,45-49,Female,New Mexico,1409.462898
9/30/2021,45-49,Female,New York,5428.39709
9/30/2021,45-49,Female,North Carolina,8157.196263
9/30/2021,45-49,Female,North Dakota,511.5898955
9/30/2021,45-49,Female,Ohio,5895.127491
9/30/2021,45-49,Female,Oklahoma,2901.948979
9/30/2021,45-49,Female,Oregon,2287.480506
9/30/2021,45-49,Female,Pennsylvania,5648.658816
9/30/2021,45-49,Female,Puerto Rico,367.7907006
9/30/2021,45-49,Female,Rhode Island,432.4728229
9/30/2021,45-49,Female,South Carolina,4464.842547
9/30/2021,45-49,Female,South Dakota,590.0076067
9/30/2021,45-49,Female,Tennessee,4275.509398
9/30/2021,45-49,Female,Texas,19956.17323
9/30/2021,45-49,Female,Utah,1093.825241
9/30/2021,45-49,Female,Vermont,328.401828
9/30/2021,45-49,Female,Virginia,11477.63543
9/30/2021,45-49,Female,Washington,5433.751717
9/30/2021,45-49,Female,West Virginia,1132.492866
9/30/2021,45-49,Female,Wisconsin,2706.701559
9/30/2021,45-49,Female,Wyoming,429.7225484
9/30/2021,45-49,Male,Alabama,18844.43002
9/30/2021,45-49,Male,Alaska,4117.979627
9/30/2021,45-49,Male,Arizona,22723.33963
9/30/2021,45-49,Male,Arkansas,10082.42137
9/30/2021,45-49,Male,California,79765.15534
9/30/2021,45-49,Male,Colorado,21119.73783
9/30/2021,45-49,Male,Connecticut,6730.910038
9/30/2021,45-49,Male,Delaware,2804.975187
9/30/2021,45-49,Male,District of Columbia,1572.931485
9/30/2021,45-49,Male,Florida,67619.06067
9/30/2021,45-49,Male,Georgia,37286.0039
9/30/2021,45-49,Male,Hawaii,6142.704932
9/30/2021,45-49,Male,Idaho,5998.121698
9/30/2021,45-49,Male,Illinois,28663.85414
9/30/2021,45-49,Male,Indiana,18953.27589
9/30/2021,45-49,Male,Iowa,8818.967622
9/30/2021,45-49,Male,Island Areas & Foreign,4918.82414
9/30/2021,45-49,Male,Kansas,10209.1582
9/30/2021,45-49,Male,Kentucky,15251.70001
9/30/2021,45-49,Male,Louisiana,16917.378
9/30/2021,45-49,Male,Maine,4854.515512
9/30/2021,45-49,Male,Maryland,19919.23093
9/30/2021,45-49,Male,Massachusetts,12991.93958
9/30/2021,45-49,Male,Michigan,23690.017
9/30/2021,45-49,Male,Minnesota,12295.78486
9/30/2021,45-49,Male,Mississippi,10252.81466
9/30/2021,45-49,Male,Missouri,19921.85918
9/30/2021,45-49,Male,Montana,4258.591818
9/30/2021,45-49,Male,Nebraska,6359.026019
9/30/2021,45-49,Male,Nevada,10880.52103
9/30/2021,45-49,Male,New Hampshire,4294.713829
9/30/2021,45-49,Male,New Jersey,13911.91849
9/30/2021,45-49,Male,New Mexico,6988.836526
9/30/2021,45-49,Male,New York,30828.60944
9/30/2021,45-49,Male,North Carolina,36053.07502
9/30/2021,45-49,Male,North Dakota,2888.31538
9/30/2021,45-49,Male,Ohio,34090.18187
9/30/2021,45-49,Male,Oklahoma,16282.17714
9/30/2021,45-49,Male,Oregon,13299.03632
9/30/2021,45-49,Male,Pennsylvania,33532.52807
9/30/2021,45-49,Male,Puerto Rico,2387.53943
9/30/2021,45-49,Male,Rhode Island,2830.993636
9/30/2021,45-49,Male,South Carolina,19971.73749
9/30/2021,45-49,Male,South Dakota,3244.544151
9/30/2021,45-49,Male,Tennessee,22072.30083
9/30/2021,45-49,Male,Texas,95309.69358
9/30/2021,45-49,Male,Utah,7520.702796
9/30/2021,45-49,Male,Vermont,1845.749479
9/30/2021,45-49,Male,Virginia,43373.09057
9/30/2021,45-49,Male,Washington,28660.92341
9/30/2021,45-49,Male,West Virginia,7548.390083
9/30/2021,45-49,Male,Wisconsin,13827.36316
9/30/2021,45-49,Male,Wyoming,2416.574911
9/30/2021,50-54,Female,Alabama,4856.642153
9/30/2021,50-54,Female,Alaska,979.67881
9/30/2021,50-54,Female,Arizona,5027.072295
9/30/2021,50-54,Female,Arkansas,2034.681468
9/30/2021,50-54,Female,California,13688.6753
9/30/2021,50-54,Female,Colorado,4963.788443
9/30/2021,50-54,Female,Connecticut,1315.127602
9/30/2021,50-54,Female,Delaware,790.8434453
9/30/2021,50-54,Female,District of Columbia,427.7658993
9/30/2021,50-54,Female,Florida,17131.52745
9/30/2021,50-54,Female,Georgia,11264.38576
9/30/2021,50-54,Female,Hawaii,1263.313027
9/30/2021,50-54,Female,Idaho,1221.90359
9/30/2021,50-54,Female,Illinois,6168.921843
9/30/2021,50-54,Female,Indiana,3943.240624
9/30/2021,50-54,Female,Iowa,1750.828157
9/30/2021,50-54,Female,Island Areas & Foreign,506.4761874
9/30/2021,50-54,Female,Kansas,1950.16064
9/30/2021,50-54,Female,Kentucky,3061.322237
9/30/2021,50-54,Female,Louisiana,3871.397695
9/30/2021,50-54,Female,Maine,957.4813781
9/30/2021,50-54,Female,Maryland,6360.218533
9/30/2021,50-54,Female,Massachusetts,2342.034669
9/30/2021,50-54,Female,Michigan,5748.953873
9/30/2021,50-54,Female,Minnesota,2651.152928
9/30/2021,50-54,Female,Mississippi,2439.85584
9/30/2021,50-54,Female,Missouri,4167.287485
9/30/2021,50-54,Female,Montana,940.4117049
9/30/2021,50-54,Female,Nebraska,1348.486007
9/30/2021,50-54,Female,Nevada,2250.000381
9/30/2021,50-54,Female,New Hampshire,842.2214603
9/30/2021,50-54,Female,New Jersey,2461.620448
9/30/2021,50-54,Female,New Mexico,1617.045589
9/30/2021,50-54,Female,New York,6320.603216
9/30/2021,50-54,Female,North Carolina,9237.279546
9/30/2021,50-54,Female,North Dakota,595.8021179
9/30/2021,50-54,Female,Ohio,7737.301142
9/30/2021,50-54,Female,Oklahoma,3099.781336
9/30/2021,50-54,Female,Oregon,2800.68242
9/30/2021,50-54,Female,Pennsylvania,7039.210593
9/30/2021,50-54,Female,Puerto Rico,362.4991922
9/30/2021,50-54,Female,Rhode Island,491.2750281
9/30/2021,50-54,Female,South Carolina,4977.698198
9/30/2021,50-54,Female,South Dakota,795.6153892
9/30/2021,50-54,Female,Tennessee,5417.531712
9/30/2021,50-54,Female,Texas,21088.34509
9/30/2021,50-54,Female,Utah,1169.759122
9/30/2021,50-54,Female,Vermont,398.5027846
9/30/2021,50-54,Female,Virginia,12235.14943
9/30/2021,50-54,Female,Washington,6098.068961
9/30/2021,50-54,Female,West Virginia,1246.020078
9/30/2021,50-54,Female,Wisconsin,3520.715046
9/30/2021,50-54,Female,Wyoming,460.2813324
9/30/2021,50-54,Male,Alabama,27006.88904
9/30/2021,50-54,Male,Alaska,4875.59265
9/30/2021,50-54,Male,Arizona,30681.32685
9/30/2021,50-54,Male,Arkansas,14169.60971
9/30/2021,50-54,Male,California,99966.06365
9/30/2021,50-54,Male,Colorado,28490.61923
9/30/2021,50-54,Male,Connecticut,9352.237425
9/30/2021,50-54,Male,Delaware,4001.814955
9/30/2021,50-54,Male,District of Columbia,1976.894903
9/30/2021,50-54,Male,Florida,94301.5767
9/30/2021,50-54,Male,Georgia,53379.84895
9/30/2021,50-54,Male,Hawaii,7602.072079
9/30/2021,50-54,Male,Idaho,8525.826597
9/30/2021,50-54,Male,Illinois,42576.20958
9/30/2021,50-54,Male,Indiana,30049.14661
9/30/2021,50-54,Male,Iowa,13756.2608
9/30/2021,50-54,Male,Island Areas & Foreign,7076.238281
9/30/2021,50-54,Male,Kansas,13200.91165
9/30/2021,50-54,Male,Kentucky,22164.88059
9/30/2021,50-54,Male,Louisiana,23604.70555
9/30/2021,50-54,Male,Maine,6929.305845
9/30/2021,50-54,Male,Maryland,27202.34716
9/30/2021,50-54,Male,Massachusetts,18429.16515
9/30/2021,50-54,Male,Michigan,38982.22998
9/30/2021,50-54,Male,Minnesota,19770.53668
9/30/2021,50-54,Male,Mississippi,14480.17037
9/30/2021,50-54,Male,Missouri,28846.06302
9/30/2021,50-54,Male,Montana,5940.234638
9/30/2021,50-54,Male,Nebraska,9304.483299
9/30/2021,50-54,Male,Nevada,14581.79691
9/30/2021,50-54,Male,New Hampshire,6382.771134
9/30/2021,50-54,Male,New Jersey,19078.80419
9/30/2021,50-54,Male,New Mexico,9654.820108
9/30/2021,50-54,Male,New York,44315.96316
9/30/2021,50-54,Male,North Carolina,49299.94183
9/30/2021,50-54,Male,North Dakota,3964.904889
9/30/2021,50-54,Male,Ohio,53151.4003
9/30/2021,50-54,Male,Oklahoma,20706.30484
9/30/2021,50-54,Male,Oregon,18959.33892
9/30/2021,50-54,Male,Pennsylvania,50502.47038
9/30/2021,50-54,Male,Puerto Rico,2794.15218
9/30/2021,50-54,Male,Rhode Island,3691.506772
9/30/2021,50-54,Male,South Carolina,27733.36441
9/30/2021,50-54,Male,South Dakota,4614.793161
9/30/2021,50-54,Male,Tennessee,33062.29238
9/30/2021,50-54,Male,Texas,122980.5412
9/30/2021,50-54,Male,Utah,8890.321302
9/30/2021,50-54,Male,Vermont,2740.91454
9/30/2021,50-54,Male,Virginia,54797.30573
9/30/2021,50-54,Male,Washington,39237.11125
9/30/2021,50-54,Male,West Virginia,10322.11616
9/30/2021,50-54,Male,Wisconsin,23078.53714
9/30/2021,50-54,Male,Wyoming,3340.683557
9/30/2021,55-59,Female,Alabama,4690.480233
9/30/2021,55-59,Female,Alaska,918.921128
9/30/2021,55-59,Female,Arizona,5584.592069
9/30/2021,55-59,Female,Arkansas,1967.845503
9/30/2021,55-59,Female,California,15260.21853
9/30/2021,55-59,Female,Colorado,5225.131764
9/30/2021,55-59,Female,Connecticut,1540.101592
9/30/2021,55-59,Female,Delaware,1101.480216
9/30/2021,55-59,Female,District of Columbia,499.9932833
9/30/2021,55-59,Female,Florida,19028.40915
9/30/2021,55-59,Female,Georgia,11205.52783
9/30/2021,55-59,Female,Hawaii,1218.464602
9/30/2021,55-59,Female,Idaho,1220.048317
9/30/2021,55-59,Female,Illinois,5942.002242
9/30/2021,55-59,Female,Indiana,4263.266135
9/30/2021,55-59,Female,Iowa,1857.515414
9/30/2021,55-59,Female,Island Areas & Foreign,641.8479464
9/30/2021,55-59,Female,Kansas,1939.453892
9/30/2021,55-59,Female,Kentucky,3289.915152
9/30/2021,55-59,Female,Louisiana,3089.143343
9/30/2021,55-59,Female,Maine,1198.807878
9/30/2021,55-59,Female,Maryland,7067.558958
9/30/2021,55-59,Female,Massachusetts,2949.579877
9/30/2021,55-59,Female,Michigan,6296.457589
9/30/2021,55-59,Female,Minnesota,2917.270972
9/30/2021,55-59,Female,Mississippi,2290.503241
9/30/2021,55-59,Female,Missouri,4525.065931
9/30/2021,55-59,Female,Montana,914.8852312
9/30/2021,55-59,Female,Nebraska,1405.740156
9/30/2021,55-59,Female,Nevada,2503.080919
9/30/2021,55-59,Female,New Hampshire,1169.658686
9/30/2021,55-59,Female,New Jersey,3239.420529
9/30/2021,55-59,Female,New Mexico,1903.422603
9/30/2021,55-59,Female,New York,7671.45134
9/30/2021,55-59,Female,North Carolina,9642.813155
9/30/2021,55-59,Female,North Dakota,553.2787407
9/30/2021,55-59,Female,Ohio,8467.426679
9/30/2021,55-59,Female,Oklahoma,2898.275012
9/30/2021,55-59,Female,Oregon,3003.214002
9/30/2021,55-59,Female,Pennsylvania,7925.51591
9/30/2021,55-59,Female,Puerto Rico,366.5950729
9/30/2021,55-59,Female,Rhode Island,624.2393553
9/30/2021,55-59,Female,South Carolina,5216.90555
9/30/2021,55-59,Female,South Dakota,751.93793
9/30/2021,55-59,Female,Tennessee,5609.865331
9/30/2021,55-59,Female,Texas,18851.87147
9/30/2021,55-59,Female,Utah,1085.832522
9/30/2021,55-59,Female,Vermont,534.6101286
9/30/2021,55-59,Female,Virginia,12884.31082
9/30/2021,55-59,Female,Washington,6740.342164
9/30/2021,55-59,Female,West Virginia,1295.803019
9/30/2021,55-59,Female,Wisconsin,3853.342506
9/30/2021,55-59,Female,Wyoming,446.3719182
9/30/2021,55-59,Male,Alabama,30689.28128
9/30/2021,55-59,Male,Alaska,5420.620648
9/30/2021,55-59,Male,Arizona,35047.30785
9/30/2021,55-59,Male,Arkansas,15382.67837
9/30/2021,55-59,Male,California,115640.9144
9/30/2021,55-59,Male,Colorado,30158.48104
9/30/2021,55-59,Male,Connecticut,12179.09347
9/30/2021,55-59,Male,Delaware,5613.141448
9/30/2021,55-59,Male,District of Columbia,2465.733446
9/30/2021,55-59,Male,Florida,115859.8429
9/30/2021,55-59,Male,Georgia,60159.64656
9/30/2021,55-59,Male,Hawaii,8739.499915
9/30/2021,55-59,Male,Idaho,9300.326254
9/30/2021,55-59,Male,Illinois,46537.40192
9/30/2021,55-59,Male,Indiana,36427.47866
9/30/2021,55-59,Male,Iowa,16171.80622
9/30/2021,55-59,Male,Island Areas & Foreign,8538.934344
9/30/2021,55-59,Male,Kansas,14025.48779
9/30/2021,55-59,Male,Kentucky,25147.42841
9/30/2021,55-59,Male,Louisiana,20911.07704
9/30/2021,55-59,Male,Maine,9060.896594
9/30/2021,55-59,Male,Maryland,32786.18731
9/30/2021,55-59,Male,Massachusetts,24944.0018
9/30/2021,55-59,Male,Michigan,47812.26249
9/30/2021,55-59,Male,Minnesota,24261.38823
9/30/2021,55-59,Male,Mississippi,15717.57833
9/30/2021,55-59,Male,Missouri,33513.95502
9/30/2021,55-59,Male,Montana,6777.095092
9/30/2021,55-59,Male,Nebraska,10158.6934
9/30/2021,55-59,Male,Nevada,17246.69062
9/30/2021,55-59,Male,New Hampshire,8330.227287
9/30/2021,55-59,Male,New Jersey,25656.94958
9/30/2021,55-59,Male,New Mexico,11188.61989
9/30/2021,55-59,Male,New York,59364.99122
9/30/2021,55-59,Male,North Carolina,54595.87674
9/30/2021,55-59,Male,North Dakota,4110.924889
9/30/2021,55-59,Male,Ohio,63399.58598
9/30/2021,55-59,Male,Oklahoma,21143.09792
9/30/2021,55-59,Male,Oregon,21871.79238
9/30/2021,55-59,Male,Pennsylvania,63887.68324
9/30/2021,55-59,Male,Puerto Rico,3896.747329
9/30/2021,55-59,Male,Rhode Island,5107.550291
9/30/2021,55-59,Male,South Carolina,31856.2327
9/30/2021,55-59,Male,South Dakota,5181.660211
9/30/2021,55-59,Male,Tennessee,37694.45509
9/30/2021,55-59,Male,Texas,116696.2897
9/30/2021,55-59,Male,Utah,9556.433372
9/30/2021,55-59,Male,Vermont,3756.631772
9/30/2021,55-59,Male,Virginia,60042.48634
9/30/2021,55-59,Male,Washington,43735.78218
9/30/2021,55-59,Male,West Virginia,11285.3152
9/30/2021,55-59,Male,Wisconsin,28479.48689
9/30/2021,55-59,Male,Wyoming,3425.297979
9/30/2021,60-64,Female,Alabama,5130.503539
9/30/2021,60-64,Female,Alaska,894.9882021
9/30/2021,60-64,Female,Arizona,6173.865301
9/30/2021,60-64,Female,Arkansas,2039.282526
9/30/2021,60-64,Female,California,16218.04371
9/30/2021,60-64,Female,Colorado,5162.54889
9/30/2021,60-64,Female,Connecticut,1574.744375
9/30/2021,60-64,Female,Delaware,1151.100367
9/30/2021,60-64,Female,District of Columbia,557.8922306
9/30/2021,60-64,Female,Florida,20236.12294
9/30/2021,60-64,Female,Georgia,11216.64065
9/30/2021,60-64,Female,Hawaii,1264.642085
9/30/2021,60-64,Female,Idaho,1264.863559
9/30/2021,60-64,Female,Illinois,5698.016325
9/30/2021,60-64,Female,Indiana,4095.013963
9/30/2021,60-64,Female,Iowa,1714.432733
9/30/2021,60-64,Female,Island Areas & Foreign,613.8997009
9/30/2021,60-64,Female,Kansas,1939.209741
9/30/2021,60-64,Female,Kentucky,3138.919135
9/30/2021,60-64,Female,Louisiana,2799.924207
9/30/2021,60-64,Female,Maine,1286.071794
9/30/2021,60-64,Female,Maryland,6718.434695
9/30/2021,60-64,Female,Massachusetts,3186.023253
9/30/2021,60-64,Female,Michigan,5593.426315
9/30/2021,60-64,Female,Minnesota,2983.603487
9/30/2021,60-64,Female,Mississippi,2348.222868
9/30/2021,60-64,Female,Missouri,4558.71692
9/30/2021,60-64,Female,Montana,928.4612446
9/30/2021,60-64,Female,Nebraska,1463.463469
9/30/2021,60-64,Female,Nevada,2666.180433
9/30/2021,60-64,Female,New Hampshire,1210.541459
9/30/2021,60-64,Female,New Jersey,3154.421612
9/30/2021,60-64,Female,New Mexico,2246.054655
9/30/2021,60-64,Female,New York,7584.666994
9/30/2021,60-64,Female,North Carolina,9702.195828
9/30/2021,60-64,Female,North Dakota,532.1254244
9/30/2021,60-64,Female,Ohio,8113.654945
9/30/2021,60-64,Female,Oklahoma,2975.426162
9/30/2021,60-64,Female,Oregon,3214.465314
9/30/2021,60-64,Female,Pennsylvania,8013.972087
9/30/2021,60-64,Female,Puerto Rico,445.1852647
9/30/2021,60-64,Female,Rhode Island,653.9821288
9/30/2021,60-64,Female,South Carolina,5218.73341
9/30/2021,60-64,Female,South Dakota,758.3303221
9/30/2021,60-64,Female,Tennessee,5623.892249
9/30/2021,60-64,Female,Texas,18283.7125
9/30/2021,60-64,Female,Utah,1076.251534
9/30/2021,60-64,Female,Vermont,528.39851
9/30/2021,60-64,Female,Virginia,12265.31152
9/30/2021,60-64,Female,Washington,6865.535275
9/30/2021,60-64,Female,West Virginia,1241.615368
9/30/2021,60-64,Female,Wisconsin,3454.473883
9/30/2021,60-64,Female,Wyoming,468.9558139
9/30/2021,60-64,Male,Alabama,32933.90324
9/30/2021,60-64,Male,Alaska,5504.621706
9/30/2021,60-64,Male,Arizona,38025.67145
9/30/2021,60-64,Male,Arkansas,16840.30243
9/30/2021,60-64,Male,California,129937.3529
9/30/2021,60-64,Male,Colorado,31178.76078
9/30/2021,60-64,Male,Connecticut,13843.94886
9/30/2021,60-64,Male,Delaware,6307.445078
9/30/2021,60-64,Male,District of Columbia,3061.032241
9/30/2021,60-64,Male,Florida,129493.5759
9/30/2021,60-64,Male,Georgia,63138.48294
9/30/2021,60-64,Male,Hawaii,9093.50666
9/30/2021,60-64,Male,Idaho,9497.259165
9/30/2021,60-64,Male,Illinois,47294.57929
9/30/2021,60-64,Male,Indiana,37052.15343
9/30/2021,60-64,Male,Iowa,15271.8732
9/30/2021,60-64,Male,Island Areas & Foreign,9774.278591
9/30/2021,60-64,Male,Kansas,14689.66257
9/30/2021,60-64,Male,Kentucky,25395.30979
9/30/2021,60-64,Male,Louisiana,21346.51767
9/30/2021,60-64,Male,Maine,10331.72022
9/30/2021,60-64,Male,Maryland,34722.33605
9/30/2021,60-64,Male,Massachusetts,27774.91518
9/30/2021,60-64,Male,Michigan,48201.87833
9/30/2021,60-64,Male,Minnesota,25409.9138
9/30/2021,60-64,Male,Mississippi,17122.50624
9/30/2021,60-64,Male,Missouri,36723.68842
9/30/2021,60-64,Male,Montana,6689.932423
9/30/2021,60-64,Male,Nebraska,9849.014783
9/30/2021,60-64,Male,Nevada,18368.72577
9/30/2021,60-64,Male,New Hampshire,9603.703387
9/30/2021,60-64,Male,New Jersey,28421.14951
9/30/2021,60-64,Male,New Mexico,12874.31392
9/30/2021,60-64,Male,New York,64054.71836
9/30/2021,60-64,Male,North Carolina,57612.42185
9/30/2021,60-64,Male,North Dakota,4028.704628
9/30/2021,60-64,Male,Ohio,65615.91063
9/30/2021,60-64,Male,Oklahoma,22511.84906
9/30/2021,60-64,Male,Oregon,23246.09451
9/30/2021,60-64,Male,Pennsylvania,65016.66401
9/30/2021,60-64,Male,Puerto Rico,5793.358037
9/30/2021,60-64,Male,Rhode Island,5680.841419
9/30/2021,60-64,Male,South Carolina,33789.59019
9/30/2021,60-64,Male,South Dakota,5373.960436
9/30/2021,60-64,Male,Tennessee,39624.25987
9/30/2021,60-64,Male,Texas,120317.5942
9/30/2021,60-64,Male,Utah,9641.184152
9/30/2021,60-64,Male,Vermont,4270.947624
9/30/2021,60-64,Male,Virginia,60131.10701
9/30/2021,60-64,Male,Washington,45314.19799
9/30/2021,60-64,Male,West Virginia,10841.32246
9/30/2021,60-64,Male,Wisconsin,28649.8399
9/30/2021,60-64,Male,Wyoming,3424.358627
9/30/2021,65-69,Female,Alabama,3793.484646
9/30/2021,65-69,Female,Alaska,705.712282
9/30/2021,65-69,Female,Arizona,5161.938213
9/30/2021,65-69,Female,Arkansas,1611.859458
9/30/2021,65-69,Female,California,13541.5318
9/30/2021,65-69,Female,Colorado,4093.715806
9/30/2021,65-69,Female,Connecticut,1096.740905
9/30/2021,65-69,Female,Delaware,791.9845369
9/30/2021,65-69,Female,District of Columbia,391.3555904
9/30/2021,65-69,Female,Florida,14546.45076
9/30/2021,65-69,Female,Georgia,7230.991208
9/30/2021,65-69,Female,Hawaii,847.9474272
9/30/2021,65-69,Female,Idaho,1094.244807
9/30/2021,65-69,Female,Illinois,4019.804482
9/30/2021,65-69,Female,Indiana,2841.688369
9/30/2021,65-69,Female,Iowa,1397.87459
9/30/2021,65-69,Female,Island Areas & Foreign,411.5806048
9/30/2021,65-69,Female,Kansas,1545.06939
9/30/2021,65-69,Female,Kentucky,2267.922975
9/30/2021,65-69,Female,Louisiana,2241.380193
9/30/2021,65-69,Female,Maine,991.5121318
9/30/2021,65-69,Female,Maryland,4501.241208
9/30/2021,65-69,Female,Massachusetts,2206.888062
9/30/2021,65-69,Female,Michigan,3987.991431
9/30/2021,65-69,Female,Minnesota,2251.313677
9/30/2021,65-69,Female,Mississippi,1664.66607
9/30/2021,65-69,Female,Missouri,3389.640073
9/30/2021,65-69,Female,Montana,881.5987957
9/30/2021,65-69,Female,Nebraska,1035.03692
9/30/2021,65-69,Female,Nevada,2238.697651
9/30/2021,65-69,Female,New Hampshire,954.0052229
9/30/2021,65-69,Female,New Jersey,2130.493757
9/30/2021,65-69,Female,New Mexico,1858.756747
9/30/2021,65-69,Female,New York,4783.214553
9/30/2021,65-69,Female,North Carolina,6850.024171
9/30/2021,65-69,Female,North Dakota,421.1785049
9/30/2021,65-69,Female,Ohio,5557.518466
9/30/2021,65-69,Female,Oklahoma,2337.734263
9/30/2021,65-69,Female,Oregon,2908.683308
9/30/2021,65-69,Female,Pennsylvania,5574.217461
9/30/2021,65-69,Female,Puerto Rico,413.8901458
9/30/2021,65-69,Female,Rhode Island,413.2614354
9/30/2021,65-69,Female,South Carolina,3812.905226
9/30/2021,65-69,Female,South Dakota,638.5701312
9/30/2021,65-69,Female,Tennessee,4376.063449
9/30/2021,65-69,Female,Texas,14683.44931
9/30/2021,65-69,Female,Utah,970.953463
9/30/2021,65-69,Female,Vermont,395.7474982
9/30/2021,65-69,Female,Virginia,8479.9976
9/30/2021,65-69,Female,Washington,6058.635655
9/30/2021,65-69,Female,West Virginia,877.2456696
9/30/2021,65-69,Female,Wisconsin,2667.434267
9/30/2021,65-69,Female,Wyoming,430.4406401
9/30/2021,65-69,Male,Alabama,32883.41706
9/30/2021,65-69,Male,Alaska,5173.902517
9/30/2021,65-69,Male,Arizona,39050.45138
9/30/2021,65-69,Male,Arkansas,17526.85634
9/30/2021,65-69,Male,California,135747.9936
9/30/2021,65-69,Male,Colorado,31164.40463
9/30/2021,65-69,Male,Connecticut,12277.58982
9/30/2021,65-69,Male,Delaware,5647.719726
9/30/2021,65-69,Male,District of Columbia,2775.109845
9/30/2021,65-69,Male,Florida,119210.7109
9/30/2021,65-69,Male,Georgia,56996.37425
9/30/2021,65-69,Male,Hawaii,8270.104427
9/30/2021,65-69,Male,Idaho,10185.04981
9/30/2021,65-69,Male,Illinois,45584.55315
9/30/2021,65-69,Male,Indiana,35335.73537
9/30/2021,65-69,Male,Iowa,15720.71356
9/30/2021,65-69,Male,Island Areas & Foreign,8635.365797
9/30/2021,65-69,Male,Kansas,15681.94229
9/30/2021,65-69,Male,Kentucky,24860.57991
9/30/2021,65-69,Male,Louisiana,24289.88748
9/30/2021,65-69,Male,Maine,9884.643585
9/30/2021,65-69,Male,Maryland,29786.79594
9/30/2021,65-69,Male,Massachusetts,24626.78839
9/30/2021,65-69,Male,Michigan,47020.84272
9/30/2021,65-69,Male,Minnesota,26063.33561
9/30/2021,65-69,Male,Mississippi,16225.12051
9/30/2021,65-69,Male,Missouri,36452.61514
9/30/2021,65-69,Male,Montana,7359.192817
9/30/2021,65-69,Male,Nebraska,9528.230457
9/30/2021,65-69,Male,Nevada,18609.2364
9/30/2021,65-69,Male,New Hampshire,8417.496676
9/30/2021,65-69,Male,New Jersey,24731.24732
9/30/2021,65-69,Male,New Mexico,13424.40282
9/30/2021,65-69,Male,New York,57359.42934
9/30/2021,65-69,Male,North Carolina,57009.17658
9/30/2021,65-69,Male,North Dakota,4178.907065
9/30/2021,65-69,Male,Ohio,63176.66714
9/30/2021,65-69,Male,Oklahoma,25176.66418
9/30/2021,65-69,Male,Oregon,26485.27611
9/30/2021,65-69,Male,Pennsylvania,61630.79183
9/30/2021,65-69,Male,Puerto Rico,6107.021423
9/30/2021,65-69,Male,Rhode Island,4614.41513
9/30/2021,65-69,Male,South Carolina,31888.69415
9/30/2021,65-69,Male,South Dakota,5297.463279
9/30/2021,65-69,Male,Tennessee,39316.71699
9/30/2021,65-69,Male,Texas,127265.934
9/30/2021,65-69,Male,Utah,10432.6491
9/30/2021,65-69,Male,Vermont,3885.144438
9/30/2021,65-69,Male,Virginia,54402.94803
9/30/2021,65-69,Male,Washington,48955.28682
9/30/2021,65-69,Male,West Virginia,11723.37168
9/30/2021,65-69,Male,Wisconsin,29442.7932
9/30/2021,65-69,Male,Wyoming,3999.879254
9/30/2021,70-74,Female,Alabama,1721.086088
9/30/2021,70-74,Female,Alaska,443.4192264
9/30/2021,70-74,Female,Arizona,2990.86124
9/30/2021,70-74,Female,Arkansas,1097.802435
9/30/2021,70-74,Female,California,9145.924108
9/30/2021,70-74,Female,Colorado,2337.557145
9/30/2021,70-74,Female,Connecticut,486.855805
9/30/2021,70-74,Female,Delaware,354.4412294
9/30/2021,70-74,Female,District of Columbia,63.42468045
9/30/2021,70-74,Female,Florida,11256.52886
9/30/2021,70-74,Female,Georgia,3881.866404
9/30/2021,70-74,Female,Hawaii,269.5828049
9/30/2021,70-74,Female,Idaho,1281.061986
9/30/2021,70-74,Female,Illinois,2425.218199
9/30/2021,70-74,Female,Indiana,2405.023727
9/30/2021,70-74,Female,Iowa,669.3715256
9/30/2021,70-74,Female,Island Areas & Foreign,303.047821
9/30/2021,70-74,Female,Kansas,959.7563786
9/30/2021,70-74,Female,Kentucky,1710.638677
9/30/2021,70-74,Female,Louisiana,1796.849709
9/30/2021,70-74,Female,Maine,607.5576697
9/30/2021,70-74,Female,Maryland,3042.984941
9/30/2021,70-74,Female,Massachusetts,1431.661236
9/30/2021,70-74,Female,Michigan,2493.39479
9/30/2021,70-74,Female,Minnesota,1080.91938
9/30/2021,70-74,Female,Mississippi,986.0596346
9/30/2021,70-74,Female,Missouri,1367.484934
9/30/2021,70-74,Female,Montana,657.800103
9/30/2021,70-74,Female,Nebraska,383.21634
9/30/2021,70-74,Female,Nevada,1766.175457
