State,Congressional District (CD),Gender,Age Group,Date,Veteran
Georgia,CD 1,Male,65 and Over,9/30/2021,21950.2256
Georgia,CD 1,Male,Under 65,9/30/2021,43658.61335
Georgia,CD 10,Female,65 and Over,9/30/2021,889.0906803
Georgia,CD 10,Female,Under 65,9/30/2021,4143.350415
Georgia,CD 10,Male,65 and Over,9/30/2021,19957.28668
Georgia,CD 10,Male,Under 65,9/30/2021,20233.86954
Georgia,CD 11,Female,65 and Over,9/30/2021,684.2369743
Georgia,CD 11,Female,Under 65,9/30/2021,4269.018799
Georgia,CD 11,Male,65 and Over,9/30/2021,18299.2163
Georgia,CD 11,Male,Under 65,9/30/2021,22022.85252
Georgia,CD 12,Female,65 and Over,9/30/2021,2015.874687
Georgia,CD 12,Female,Under 65,9/30/2021,8897.714315
Georgia,CD 12,Male,65 and Over,9/30/2021,19872.69274
Georgia,CD 12,Male,Under 65,9/30/2021,29878.46419
Georgia,CD 13,Female,65 and Over,9/30/2021,1210.061744
Georgia,CD 13,Female,Under 65,9/30/2021,8414.593087
Georgia,CD 13,Male,65 and Over,9/30/2021,16564.42118
Georgia,CD 13,Male,Under 65,9/30/2021,27853.69833
Georgia,CD 14,Female,65 and Over,9/30/2021,740.0828566
Georgia,CD 14,Female,Under 65,9/30/2021,3006.574717
Georgia,CD 14,Male,65 and Over,9/30/2021,16184.75548
Georgia,CD 14,Male,Under 65,9/30/2021,18812.57584
Georgia,CD 2,Female,65 and Over,9/30/2021,1122.565097
Georgia,CD 2,Female,Under 65,9/30/2021,6970.221272
Georgia,CD 2,Male,65 and Over,9/30/2021,17931.87491
Georgia,CD 2,Male,Under 65,9/30/2021,27972.16848
Georgia,CD 3,Female,65 and Over,9/30/2021,1254.593399
Georgia,CD 3,Female,Under 65,9/30/2021,5548.522129
Georgia,CD 3,Male,65 and Over,9/30/2021,22697.97688
Georgia,CD 3,Male,Under 65,9/30/2021,24781.76578
Georgia,CD 4,Female,65 and Over,9/30/2021,885.7490296
Georgia,CD 4,Female,Under 65,9/30/2021,6657.523969
Georgia,CD 4,Male,65 and Over,9/30/2021,14466.01709
Georgia,CD 4,Male,Under 65,9/30/2021,22568.48171
Georgia,CD 5,Female,65 and Over,9/30/2021,681.7908004
Georgia,CD 5,Female,Under 65,9/30/2021,4902.702266
Georgia,CD 5,Male,65 and Over,9/30/2021,12440.05202
Georgia,CD 5,Male,Under 65,9/30/2021,20778.29451
Georgia,CD 6,Female,65 and Over,9/30/2021,888.4544012
Georgia,CD 6,Female,Under 65,9/30/2021,3767.46754
Georgia,CD 6,Male,65 and Over,9/30/2021,15130.0909
Georgia,CD 6,Male,Under 65,9/30/2021,14438.13781
Georgia,CD 7,Female,65 and Over,9/30/2021,629.5755234
Georgia,CD 7,Female,Under 65,9/30/2021,3371.327591
Georgia,CD 7,Male,65 and Over,9/30/2021,13377.33046
Georgia,CD 7,Male,Under 65,9/30/2021,16553.30034
Georgia,CD 8,Female,65 and Over,9/30/2021,1326.524043
Georgia,CD 8,Female,Under 65,9/30/2021,7474.8908
Georgia,CD 8,Male,65 and Over,9/30/2021,19451.43745
Georgia,CD 8,Male,Under 65,9/30/2021,29350.60302
Georgia,CD 9,Female,65 and Over,9/30/2021,1488.261326
Georgia,CD 9,Female,Under 65,9/30/2021,2807.034731
Georgia,CD 9,Male,65 and Over,9/30/2021,27030.46923
Georgia,CD 9,Male,Under 65,9/30/2021,18398.97261
Hawaii,CD 1,Female,65 and Over,9/30/2021,787.8424434
Hawaii,CD 1,Female,Under 65,9/30/2021,6893.981334
Hawaii,CD 1,Male,65 and Over,9/30/2021,20056.9188
Hawaii,CD 1,Male,Under 65,9/30/2021,30946.96228
Hawaii,CD 2,Female,65 and Over,9/30/2021,854.3810661
Hawaii,CD 2,Female,Under 65,9/30/2021,4708.998503
Hawaii,CD 2,Male,65 and Over,9/30/2021,24194.16251
Hawaii,CD 2,Male,Under 65,9/30/2021,24313.13755
Idaho,CD 1,Female,65 and Over,9/30/2021,1759.066311
Idaho,CD 1,Female,Under 65,9/30/2021,5143.531414
Idaho,CD 1,Male,65 and Over,9/30/2021,33024.07049
Idaho,CD 1,Male,Under 65,9/30/2021,30166.12329
Idaho,CD 2,Female,65 and Over,9/30/2021,1574.111944
Idaho,CD 2,Female,Under 65,9/30/2021,3773.997667
Idaho,CD 2,Male,65 and Over,9/30/2021,23888.0916
Idaho,CD 2,Male,Under 65,9/30/2021,23207.38325
Illinois,CD 1,Female,65 and Over,9/30/2021,597.0298796
Illinois,CD 1,Female,Under 65,9/30/2021,2346.978909
Illinois,CD 1,Male,65 and Over,9/30/2021,14344.79573
Illinois,CD 1,Male,Under 65,9/30/2021,14600.55639
Illinois,CD 10,Female,65 and Over,9/30/2021,758.0215583
Illinois,CD 10,Female,Under 65,9/30/2021,2441.181845
Illinois,CD 10,Male,65 and Over,9/30/2021,12922.30562
Illinois,CD 10,Male,Under 65,9/30/2021,11955.63105
Illinois,CD 11,Female,65 and Over,9/30/2021,276.7291766
Illinois,CD 11,Female,Under 65,9/30/2021,1881.640298
Illinois,CD 11,Male,65 and Over,9/30/2021,13018.29455
Illinois,CD 11,Male,Under 65,9/30/2021,11874.02877
Illinois,CD 12,Female,65 and Over,9/30/2021,1083.073115
Illinois,CD 12,Female,Under 65,9/30/2021,5748.933278
Illinois,CD 12,Male,65 and Over,9/30/2021,22360.28379
Illinois,CD 12,Male,Under 65,9/30/2021,26158.98036
Illinois,CD 13,Female,65 and Over,9/30/2021,871.9009341
Illinois,CD 13,Female,Under 65,9/30/2021,3251.364796
Illinois,CD 13,Male,65 and Over,9/30/2021,19958.89779
Illinois,CD 13,Male,Under 65,9/30/2021,19529.44446
Illinois,CD 14,Female,65 and Over,9/30/2021,559.7896939
Illinois,CD 14,Female,Under 65,9/30/2021,2174.858483
Illinois,CD 14,Male,65 and Over,9/30/2021,17490.92721
Illinois,CD 14,Male,Under 65,9/30/2021,13898.52494
Illinois,CD 15,Female,65 and Over,9/30/2021,874.9819835
Illinois,CD 15,Female,Under 65,9/30/2021,3113.576747
Illinois,CD 15,Male,65 and Over,9/30/2021,22787.99478
Illinois,CD 15,Male,Under 65,9/30/2021,20402.11174
Illinois,CD 16,Female,65 and Over,9/30/2021,692.8644409
Illinois,CD 16,Female,Under 65,9/30/2021,2523.383959
Illinois,CD 16,Male,65 and Over,9/30/2021,20723.84445
Illinois,CD 16,Male,Under 65,9/30/2021,18238.14276
Illinois,CD 17,Female,65 and Over,9/30/2021,879.3662605
Illinois,CD 17,Female,Under 65,9/30/2021,2939.961637
Illinois,CD 17,Male,65 and Over,9/30/2021,21003.35267
Illinois,CD 17,Male,Under 65,9/30/2021,19008.47186
Illinois,CD 18,Female,65 and Over,9/30/2021,667.0184535
Illinois,CD 18,Female,Under 65,9/30/2021,3291.923888
Illinois,CD 18,Male,65 and Over,9/30/2021,22084.73547
Illinois,CD 18,Male,Under 65,9/30/2021,20666.75571
Illinois,CD 2,Female,65 and Over,9/30/2021,465.0591644
Illinois,CD 2,Female,Under 65,9/30/2021,2585.567295
Illinois,CD 2,Male,65 and Over,9/30/2021,15162.23224
Illinois,CD 2,Male,Under 65,9/30/2021,17864.31595
Illinois,CD 3,Female,65 and Over,9/30/2021,427.5152521
Illinois,CD 3,Female,Under 65,9/30/2021,1200.733516
Illinois,CD 3,Male,65 and Over,9/30/2021,13195.32229
Illinois,CD 3,Male,Under 65,9/30/2021,11245.33076
Illinois,CD 4,Female,65 and Over,9/30/2021,280.7217076
Illinois,CD 4,Female,Under 65,9/30/2021,1147.73005
Illinois,CD 4,Male,65 and Over,9/30/2021,4537.819669
Illinois,CD 4,Male,Under 65,9/30/2021,7004.109854
Illinois,CD 5,Female,65 and Over,9/30/2021,420.8103506
Illinois,CD 5,Female,Under 65,9/30/2021,1345.688535
Illinois,CD 5,Male,65 and Over,9/30/2021,9943.75737
Illinois,CD 5,Male,Under 65,9/30/2021,8245.843449
Illinois,CD 6,Female,65 and Over,9/30/2021,476.8828367
Illinois,CD 6,Female,Under 65,9/30/2021,1306.418114
Illinois,CD 6,Male,65 and Over,9/30/2021,15135.92776
Illinois,CD 6,Male,Under 65,9/30/2021,10964.90355
Illinois,CD 7,Female,65 and Over,9/30/2021,363.4133707
Illinois,CD 7,Female,Under 65,9/30/2021,2694.604484
Illinois,CD 7,Male,65 and Over,9/30/2021,8091.285422
Illinois,CD 7,Male,Under 65,9/30/2021,11633.26824
Illinois,CD 8,Female,65 and Over,9/30/2021,569.5434061
Illinois,CD 8,Female,Under 65,9/30/2021,1837.089947
Illinois,CD 8,Male,65 and Over,9/30/2021,10993.47126
Illinois,CD 8,Male,Under 65,9/30/2021,9958.294308
Illinois,CD 9,Female,65 and Over,9/30/2021,419.553614
Illinois,CD 9,Female,Under 65,9/30/2021,1583.649199
Illinois,CD 9,Male,65 and Over,9/30/2021,12189.1207
Illinois,CD 9,Male,Under 65,9/30/2021,7976.076956
Indiana,CD 1,Female,65 and Over,9/30/2021,615.4090863
Indiana,CD 1,Female,Under 65,9/30/2021,2909.734986
Indiana,CD 1,Male,65 and Over,9/30/2021,19900.71168
Indiana,CD 1,Male,Under 65,9/30/2021,18273.76694
Indiana,CD 2,Female,65 and Over,9/30/2021,760.4812538
Indiana,CD 2,Female,Under 65,9/30/2021,2534.100624
Indiana,CD 2,Male,65 and Over,9/30/2021,20406.692
Indiana,CD 2,Male,Under 65,9/30/2021,17854.0346
Indiana,CD 3,Female,65 and Over,9/30/2021,1010.391648
Indiana,CD 3,Female,Under 65,9/30/2021,2819.066742
Indiana,CD 3,Male,65 and Over,9/30/2021,19108.82655
Indiana,CD 3,Male,Under 65,9/30/2021,19023.35585
Indiana,CD 4,Female,65 and Over,9/30/2021,1158.208872
Indiana,CD 4,Female,Under 65,9/30/2021,3098.666605
Indiana,CD 4,Male,65 and Over,9/30/2021,19598.74098
Indiana,CD 4,Male,Under 65,9/30/2021,21377.28703
Indiana,CD 5,Female,65 and Over,9/30/2021,1161.346961
Indiana,CD 5,Female,Under 65,9/30/2021,3161.04863
Indiana,CD 5,Male,65 and Over,9/30/2021,20595.01203
Indiana,CD 5,Male,Under 65,9/30/2021,19173.22389
Indiana,CD 6,Female,65 and Over,9/30/2021,547.8621561
Indiana,CD 6,Female,Under 65,9/30/2021,2858.720482
Indiana,CD 6,Male,65 and Over,9/30/2021,21616.41445
Indiana,CD 6,Male,Under 65,9/30/2021,21991.13121
Indiana,CD 7,Female,65 and Over,9/30/2021,1058.465965
Indiana,CD 7,Female,Under 65,9/30/2021,4191.172451
Indiana,CD 7,Male,65 and Over,9/30/2021,14841.09916
Indiana,CD 7,Male,Under 65,9/30/2021,24097.31781
Indiana,CD 8,Female,65 and Over,9/30/2021,1071.175052
Indiana,CD 8,Female,Under 65,9/30/2021,2826.959166
Indiana,CD 8,Male,65 and Over,9/30/2021,22127.27023
Indiana,CD 8,Male,Under 65,9/30/2021,21025.55037
Indiana,CD 9,Female,65 and Over,9/30/2021,1124.349181
Indiana,CD 9,Female,Under 65,9/30/2021,3386.269262
Indiana,CD 9,Male,65 and Over,9/30/2021,21007.9794
Indiana,CD 9,Male,Under 65,9/30/2021,24075.39331
Iowa,CD 1,Female,65 and Over,9/30/2021,980.4868679
Iowa,CD 1,Female,Under 65,9/30/2021,3131.080661
Iowa,CD 1,Male,65 and Over,9/30/2021,25373.2478
Iowa,CD 1,Male,Under 65,9/30/2021,20571.91804
Iowa,CD 2,Female,65 and Over,9/30/2021,856.1658147
Iowa,CD 2,Female,Under 65,9/30/2021,3218.732602
Iowa,CD 2,Male,65 and Over,9/30/2021,22031.80757
Iowa,CD 2,Male,Under 65,9/30/2021,21542.4731
Iowa,CD 3,Female,65 and Over,9/30/2021,490.277884
Iowa,CD 3,Female,Under 65,9/30/2021,3490.187587
Iowa,CD 3,Male,65 and Over,9/30/2021,22197.05372
Iowa,CD 3,Male,Under 65,9/30/2021,23204.00927
Iowa,CD 4,Female,65 and Over,9/30/2021,960.7199468
Iowa,CD 4,Female,Under 65,9/30/2021,2806.20036
Iowa,CD 4,Male,65 and Over,9/30/2021,24589.32929
Iowa,CD 4,Male,Under 65,9/30/2021,19510.72162
Kansas,CD 1,Female,65 and Over,9/30/2021,1141.707499
Kansas,CD 1,Female,Under 65,9/30/2021,5202.96237
Kansas,CD 1,Male,65 and Over,9/30/2021,20363.55264
Kansas,CD 1,Male,Under 65,9/30/2021,26899.95436
Kansas,CD 2,Female,65 and Over,9/30/2021,873.1013557
Kansas,CD 2,Female,Under 65,9/30/2021,4336.97333
Kansas,CD 2,Male,65 and Over,9/30/2021,24168.48666
Kansas,CD 2,Male,Under 65,9/30/2021,23908.99562
Kansas,CD 3,Female,65 and Over,9/30/2021,760.0849982
Kansas,CD 3,Female,Under 65,9/30/2021,2719.693259
Kansas,CD 3,Male,65 and Over,9/30/2021,17283.42765
Kansas,CD 3,Male,Under 65,9/30/2021,17581.0401
Kansas,CD 4,Female,65 and Over,9/30/2021,1005.853215
Kansas,CD 4,Female,Under 65,9/30/2021,3946.427228
Kansas,CD 4,Male,65 and Over,9/30/2021,19209.6973
Kansas,CD 4,Male,Under 65,9/30/2021,23562.08878
Kentucky,CD 1,Female,65 and Over,9/30/2021,897.8343956
Kentucky,CD 1,Female,Under 65,9/30/2021,3994.834972
Kentucky,CD 1,Male,65 and Over,9/30/2021,20497.33628
Kentucky,CD 1,Male,Under 65,9/30/2021,26073.83319
Kentucky,CD 2,Female,65 and Over,9/30/2021,1066.033424
Kentucky,CD 2,Female,Under 65,9/30/2021,5358.323648
Kentucky,CD 2,Male,65 and Over,9/30/2021,24137.66016
Kentucky,CD 2,Male,Under 65,9/30/2021,28653.4224
Kentucky,CD 3,Female,65 and Over,9/30/2021,1050.898548
Kentucky,CD 3,Female,Under 65,9/30/2021,3718.905195
Kentucky,CD 3,Male,65 and Over,9/30/2021,20002.77646
Kentucky,CD 3,Male,Under 65,9/30/2021,21069.48816
Kentucky,CD 4,Female,65 and Over,9/30/2021,761.2451956
Kentucky,CD 4,Female,Under 65,9/30/2021,3056.896344
Kentucky,CD 4,Male,65 and Over,9/30/2021,21177.81641
Kentucky,CD 4,Male,Under 65,9/30/2021,21995.49058
Kentucky,CD 5,Female,65 and Over,9/30/2021,748.5919499
Kentucky,CD 5,Female,Under 65,9/30/2021,1770.837584
Kentucky,CD 5,Male,65 and Over,9/30/2021,17758.94382
Kentucky,CD 5,Male,Under 65,9/30/2021,16534.32646
Kentucky,CD 6,Female,65 and Over,9/30/2021,1538.284002
Kentucky,CD 6,Female,Under 65,9/30/2021,3381.384514
Kentucky,CD 6,Male,65 and Over,9/30/2021,17730.31963
Kentucky,CD 6,Male,Under 65,9/30/2021,21827.01887
Louisiana,CD 1,Female,65 and Over,9/30/2021,1084.489513
Louisiana,CD 1,Female,Under 65,9/30/2021,3792.032735
Louisiana,CD 1,Male,65 and Over,9/30/2021,19871.85034
Louisiana,CD 1,Male,Under 65,9/30/2021,21080.13851
Louisiana,CD 2,Female,65 and Over,9/30/2021,854.8477947
Louisiana,CD 2,Female,Under 65,9/30/2021,4775.771593
Louisiana,CD 2,Male,65 and Over,9/30/2021,13700.81327
Louisiana,CD 2,Male,Under 65,9/30/2021,20456.43623
Louisiana,CD 3,Female,65 and Over,9/30/2021,1777.722655
Louisiana,CD 3,Female,Under 65,9/30/2021,3918.208534
Louisiana,CD 3,Male,65 and Over,9/30/2021,19198.13319
Louisiana,CD 3,Male,Under 65,9/30/2021,22628.72078
Louisiana,CD 4,Female,65 and Over,9/30/2021,909.0829154
Louisiana,CD 4,Female,Under 65,9/30/2021,6904.656614
Louisiana,CD 4,Male,65 and Over,9/30/2021,21308.96816
Louisiana,CD 4,Male,Under 65,9/30/2021,30242.24249
Louisiana,CD 5,Female,65 and Over,9/30/2021,973.9913699
Louisiana,CD 5,Female,Under 65,9/30/2021,4026.282456
Louisiana,CD 5,Male,65 and Over,9/30/2021,19501.90639
Louisiana,CD 5,Male,Under 65,9/30/2021,21983.67822
Louisiana,CD 6,Female,65 and Over,9/30/2021,771.027397
Louisiana,CD 6,Female,Under 65,9/30/2021,3955.692861
Louisiana,CD 6,Male,65 and Over,9/30/2021,18810.06792
Louisiana,CD 6,Male,Under 65,9/30/2021,20472.06488
Maine,CD 1,Female,65 and Over,9/30/2021,1326.213916
Maine,CD 1,Female,Under 65,9/30/2021,3490.391707
Maine,CD 1,Male,65 and Over,9/30/2021,26106.1702
Maine,CD 1,Male,Under 65,9/30/2021,21317.50245
Maine,CD 2,Female,65 and Over,9/30/2021,1466.583046
Maine,CD 2,Female,Under 65,9/30/2021,3607.938074
Maine,CD 2,Male,65 and Over,9/30/2021,25505.8266
Maine,CD 2,Male,Under 65,9/30/2021,24012.93208
Maryland,CD 1,Female,65 and Over,9/30/2021,1031.036617
Maryland,CD 1,Female,Under 65,9/30/2021,3832.585418
Maryland,CD 1,Male,65 and Over,9/30/2021,24896.98871
Maryland,CD 1,Male,Under 65,9/30/2021,22005.09307
Maryland,CD 2,Female,65 and Over,9/30/2021,1204.835197
Maryland,CD 2,Female,Under 65,9/30/2021,6357.548994
Maryland,CD 2,Male,65 and Over,9/30/2021,16334.40269
Maryland,CD 2,Male,Under 65,9/30/2021,24923.61136
Maryland,CD 3,Female,65 and Over,9/30/2021,1748.778818
Maryland,CD 3,Female,Under 65,9/30/2021,5548.592045
Maryland,CD 3,Male,65 and Over,9/30/2021,19143.42551
Maryland,CD 3,Male,Under 65,9/30/2021,20912.77533
Maryland,CD 4,Female,65 and Over,9/30/2021,1300.304764
Maryland,CD 4,Female,Under 65,9/30/2021,6305.279133
Maryland,CD 4,Male,65 and Over,9/30/2021,17853.75409
Maryland,CD 4,Male,Under 65,9/30/2021,22143.91476
Maryland,CD 5,Female,65 and Over,9/30/2021,2026.0129
Maryland,CD 5,Female,Under 65,9/30/2021,9490.138973
Maryland,CD 5,Male,65 and Over,9/30/2021,20343.0115
Maryland,CD 5,Male,Under 65,9/30/2021,32905.41084
Maryland,CD 6,Female,65 and Over,9/30/2021,1266.851898
Maryland,CD 6,Female,Under 65,9/30/2021,4111.615747
Maryland,CD 6,Male,65 and Over,9/30/2021,15233.12268
Maryland,CD 6,Male,Under 65,9/30/2021,19384.13829
Maryland,CD 7,Female,65 and Over,9/30/2021,1216.979719
Maryland,CD 7,Female,Under 65,9/30/2021,4400.537227
Maryland,CD 7,Male,65 and Over,9/30/2021,16775.1021
Maryland,CD 7,Male,Under 65,9/30/2021,17902.80596
Maryland,CD 8,Female,65 and Over,9/30/2021,1537.404211
Maryland,CD 8,Female,Under 65,9/30/2021,3314.277323
Maryland,CD 8,Male,65 and Over,9/30/2021,17120.22336
Maryland,CD 8,Male,Under 65,9/30/2021,15201.15078
Massachusetts,CD 1,Female,65 and Over,9/30/2021,603.2096935
Massachusetts,CD 1,Female,Under 65,9/30/2021,2946.660481
Massachusetts,CD 1,Male,65 and Over,9/30/2021,19297.76209
Massachusetts,CD 1,Male,Under 65,9/30/2021,18999.47427
Massachusetts,CD 2,Female,65 and Over,9/30/2021,687.9387059
Massachusetts,CD 2,Female,Under 65,9/30/2021,2481.065491
Massachusetts,CD 2,Male,65 and Over,9/30/2021,18634.52177
Massachusetts,CD 2,Male,Under 65,9/30/2021,15549.45985
Massachusetts,CD 3,Female,65 and Over,9/30/2021,545.8976894
Massachusetts,CD 3,Female,Under 65,9/30/2021,1824.33655
Massachusetts,CD 3,Male,65 and Over,9/30/2021,15052.24975
Massachusetts,CD 3,Male,Under 65,9/30/2021,15579.06006
Massachusetts,CD 4,Female,65 and Over,9/30/2021,827.6498814
Massachusetts,CD 4,Female,Under 65,9/30/2021,2014.094845
Massachusetts,CD 4,Male,65 and Over,9/30/2021,16121.14487
Massachusetts,CD 4,Male,Under 65,9/30/2021,13551.70183
Massachusetts,CD 5,Female,65 and Over,9/30/2021,617.6905622
Massachusetts,CD 5,Female,Under 65,9/30/2021,1399.243376
Massachusetts,CD 5,Male,65 and Over,9/30/2021,14814.52942
Massachusetts,CD 5,Male,Under 65,9/30/2021,9386.020236
Massachusetts,CD 6,Female,65 and Over,9/30/2021,814.7778817
Massachusetts,CD 6,Female,Under 65,9/30/2021,2145.274197
Massachusetts,CD 6,Male,65 and Over,9/30/2021,20216.68558
Massachusetts,CD 6,Male,Under 65,9/30/2021,14342.89149
Massachusetts,CD 7,Female,65 and Over,9/30/2021,476.3256097
Massachusetts,CD 7,Female,Under 65,9/30/2021,1571.698063
Massachusetts,CD 7,Male,65 and Over,9/30/2021,6598.982698
Massachusetts,CD 7,Male,Under 65,9/30/2021,8579.379342
Massachusetts,CD 8,Female,65 and Over,9/30/2021,507.6715151
Massachusetts,CD 8,Female,Under 65,9/30/2021,1794.605908
Massachusetts,CD 8,Male,65 and Over,9/30/2021,16237.44704
Massachusetts,CD 8,Male,Under 65,9/30/2021,14533.37461
Massachusetts,CD 9,Female,65 and Over,9/30/2021,1087.734233
Massachusetts,CD 9,Female,Under 65,9/30/2021,2738.790002
Massachusetts,CD 9,Male,65 and Over,9/30/2021,25597.81947
Massachusetts,CD 9,Male,Under 65,9/30/2021,17529.53475
Michigan,CD 1,Female,65 and Over,9/30/2021,1012.053458
Michigan,CD 1,Female,Under 65,9/30/2021,3489.831166
Michigan,CD 1,Male,65 and Over,9/30/2021,31616.14219
Michigan,CD 1,Male,Under 65,9/30/2021,22408.33435
Michigan,CD 10,Female,65 and Over,9/30/2021,878.5814796
Michigan,CD 10,Female,Under 65,9/30/2021,2640.055402
Michigan,CD 10,Male,65 and Over,9/30/2021,21342.7695
Michigan,CD 10,Male,Under 65,9/30/2021,16972.10924
Michigan,CD 11,Female,65 and Over,9/30/2021,463.8697633
Michigan,CD 11,Female,Under 65,9/30/2021,1915.318949
Michigan,CD 11,Male,65 and Over,9/30/2021,15928.67224
Michigan,CD 11,Male,Under 65,9/30/2021,13019.18831
Michigan,CD 12,Female,65 and Over,9/30/2021,779.6747244
Michigan,CD 12,Female,Under 65,9/30/2021,2462.380879
Michigan,CD 12,Male,65 and Over,9/30/2021,14407.42414
Michigan,CD 12,Male,Under 65,9/30/2021,14938.47852
Michigan,CD 13,Female,65 and Over,9/30/2021,742.6294777
Michigan,CD 13,Female,Under 65,9/30/2021,2542.315362
Michigan,CD 13,Male,65 and Over,9/30/2021,12687.61802
Michigan,CD 13,Male,Under 65,9/30/2021,15449.34489
Michigan,CD 14,Female,65 and Over,9/30/2021,550.6232329
Michigan,CD 14,Female,Under 65,9/30/2021,2576.223621
Michigan,CD 14,Male,65 and Over,9/30/2021,13800.79418
Michigan,CD 14,Male,Under 65,9/30/2021,11532.88479
Michigan,CD 2,Female,65 and Over,9/30/2021,946.7253265
Michigan,CD 2,Female,Under 65,9/30/2021,2821.455127
Michigan,CD 2,Male,65 and Over,9/30/2021,20338.25609
Michigan,CD 2,Male,Under 65,9/30/2021,17836.26627
Michigan,CD 3,Female,65 and Over,9/30/2021,849.9912914
Michigan,CD 3,Female,Under 65,9/30/2021,2681.404242
Michigan,CD 3,Male,65 and Over,9/30/2021,19727.51471
Michigan,CD 3,Male,Under 65,9/30/2021,17633.18793
Michigan,CD 4,Female,65 and Over,9/30/2021,901.6445358
Michigan,CD 4,Female,Under 65,9/30/2021,2657.919692
Michigan,CD 4,Male,65 and Over,9/30/2021,24580.23564
Michigan,CD 4,Male,Under 65,9/30/2021,18752.01292
Michigan,CD 5,Female,65 and Over,9/30/2021,794.6866566
Michigan,CD 5,Female,Under 65,9/30/2021,2829.067529
Michigan,CD 5,Male,65 and Over,9/30/2021,20849.26359
Michigan,CD 5,Male,Under 65,9/30/2021,19159.35566
Michigan,CD 6,Female,65 and Over,9/30/2021,1030.677964
Michigan,CD 6,Female,Under 65,9/30/2021,2758.016725
Michigan,CD 6,Male,65 and Over,9/30/2021,20179.04903
Michigan,CD 6,Male,Under 65,9/30/2021,18037.12756
Michigan,CD 7,Female,65 and Over,9/30/2021,862.8865992
Michigan,CD 7,Female,Under 65,9/30/2021,2792.625936
Michigan,CD 7,Male,65 and Over,9/30/2021,21396.15414
Michigan,CD 7,Male,Under 65,9/30/2021,18958.09641
Michigan,CD 8,Female,65 and Over,9/30/2021,550.4840332
Michigan,CD 8,Female,Under 65,9/30/2021,2299.78315
Michigan,CD 8,Male,65 and Over,9/30/2021,16898.36391
Michigan,CD 8,Male,Under 65,9/30/2021,15977.45291
Michigan,CD 9,Female,65 and Over,9/30/2021,605.692297
Michigan,CD 9,Female,Under 65,9/30/2021,2280.0787
Michigan,CD 9,Male,65 and Over,9/30/2021,18382.43991
Michigan,CD 9,Male,Under 65,9/30/2021,13755.46054
Minnesota,CD 1,Female,65 and Over,9/30/2021,899.9655177
Minnesota,CD 1,Female,Under 65,9/30/2021,2314.549712
Minnesota,CD 1,Male,65 and Over,9/30/2021,20254.62202
Minnesota,CD 1,Male,Under 65,9/30/2021,15511.80715
Minnesota,CD 2,Female,65 and Over,9/30/2021,460.0746789
Minnesota,CD 2,Female,Under 65,9/30/2021,3003.409099
Minnesota,CD 2,Male,65 and Over,9/30/2021,18510.81075
Minnesota,CD 2,Male,Under 65,9/30/2021,17089.41019
Minnesota,CD 3,Female,65 and Over,9/30/2021,609.4643765
Minnesota,CD 3,Female,Under 65,9/30/2021,2102.167846
Minnesota,CD 3,Male,65 and Over,9/30/2021,17984.56712
Minnesota,CD 3,Male,Under 65,9/30/2021,13191.40452
Minnesota,CD 4,Female,65 and Over,9/30/2021,938.6946075
Minnesota,CD 4,Female,Under 65,9/30/2021,2296.310172
Minnesota,CD 4,Male,65 and Over,9/30/2021,15238.33099
Minnesota,CD 4,Male,Under 65,9/30/2021,13670.71672
Minnesota,CD 5,Female,65 and Over,9/30/2021,522.0672891
Minnesota,CD 5,Female,Under 65,9/30/2021,2126.531506
Minnesota,CD 5,Male,65 and Over,9/30/2021,12669.17183
Minnesota,CD 5,Male,Under 65,9/30/2021,12623.07722
Minnesota,CD 6,Female,65 and Over,9/30/2021,509.3355526
Minnesota,CD 6,Female,Under 65,9/30/2021,2710.176314
Minnesota,CD 6,Male,65 and Over,9/30/2021,18087.64753
Minnesota,CD 6,Male,Under 65,9/30/2021,18495.8439
Minnesota,CD 7,Female,65 and Over,9/30/2021,922.1262835
Minnesota,CD 7,Female,Under 65,9/30/2021,2357.407071
Minnesota,CD 7,Male,65 and Over,9/30/2021,22533.47124
Minnesota,CD 7,Male,Under 65,9/30/2021,15843.28309
Minnesota,CD 8,Female,65 and Over,9/30/2021,1132.876124
Minnesota,CD 8,Female,Under 65,9/30/2021,3160.978164
Minnesota,CD 8,Male,65 and Over,9/30/2021,25874.39032
Minnesota,CD 8,Male,Under 65,9/30/2021,20631.61564
Mississippi,CD 1,Female,65 and Over,9/30/2021,722.5982186
Mississippi,CD 1,Female,Under 65,9/30/2021,3514.608365
Mississippi,CD 1,Male,65 and Over,9/30/2021,17848.41573
Mississippi,CD 1,Male,Under 65,9/30/2021,20848.63285
Mississippi,CD 2,Female,65 and Over,9/30/2021,1037.35294
Mississippi,CD 2,Female,Under 65,9/30/2021,3690.022449
Mississippi,CD 2,Male,65 and Over,9/30/2021,12799.00798
Mississippi,CD 2,Male,Under 65,9/30/2021,17854.98672
Mississippi,CD 3,Female,65 and Over,9/30/2021,779.896056
Mississippi,CD 3,Female,Under 65,9/30/2021,4057.451065
Mississippi,CD 3,Male,65 and Over,9/30/2021,16221.81636
Mississippi,CD 3,Male,Under 65,9/30/2021,20387.06117
Mississippi,CD 4,Female,65 and Over,9/30/2021,1405.672672
Mississippi,CD 4,Female,Under 65,9/30/2021,7103.140724
Mississippi,CD 4,Male,65 and Over,9/30/2021,23076.73497
Mississippi,CD 4,Male,Under 65,9/30/2021,31427.09411
